,variance
PPP1R1C,0.00012193614694783836
SAMD12-AS1,0.00012139048081527167
PAK3,0.00012118610284045421
SYT16,0.00012019000732407064
NR1H4,0.00011973616564527111
SLC2A14,0.00011909959976290035
DGKG,0.00011854298559683726
TSHZ2,0.00011825248528974496
CDH12,0.00011713588302203771
CLSTN2,0.0001160817431331562
ZNF793-AS1,0.00011594792287089939
MYO18B,0.00011509564205553086
BX284613.2,0.00011308200631130953
OXT,0.00011225798242210977
EIF3CL,0.00011160340772215291
ALOX12,0.00011019621983951992
ST6GALNAC5,0.00011009071842736135
LONRF3,0.00010956104450781657
ORM1,0.00010930571258217981
OLFM1,0.00010889244708567627
GRIP2,0.00010875004005109303
EFNB2,0.00010868640587159597
HAS3,0.00010701112120995838
ASTN1,0.00010675425464985329
GLRA2,0.00010657512398428421
SOSTDC1,0.00010655627606177812
LTF,0.00010627727704843804
RRH,0.00010542031023668029
KCNK13,0.0001033283238796392
SFRP5,0.00010215658666643622
DLGAP5,0.00010208640524605206
FER1L6-AS2,0.00010149111499990983
FAT3,0.00010115230585673447
ABCA4,0.00010060653444637272
TGM3,9.997009055758532e-05
GSTA1,9.720436401997428e-05
PRL,9.594147680943905e-05
NKAIN3,9.427533202835907e-05
SAMMSON,9.355651707582198e-05
DGKB,9.352979916830138e-05
PTH2R,9.294070663877054e-05
FGFBP2,9.24846661526902e-05
CNTN5,9.19901059545901e-05
ESRRG,9.15637096998967e-05
LCE3A,9.082913746790107e-05
ANKRD1,8.931804048622733e-05
FSTL5,8.873349052910131e-05
GALNT17,8.785868897976649e-05
MCF2,8.732998147427906e-05
CXCL6,8.708661256450175e-05
PKHD1L1,8.532909291288707e-05
AWAT2,8.49850315509119e-05
NEIL3,8.461763055730482e-05
ACAN,8.237173341630539e-05
ADORA1,8.21236903233696e-05
GLP2R,8.08952376980192e-05
HAMP,7.957660100071045e-05
CLIC3,7.902410187786265e-05
FGF13,7.841662669497965e-05
CCDC73,7.834566142078015e-05
RPGRIP1,7.807943015104163e-05
KCNJ6,7.78772902726517e-05
ADGRE2,7.695315439001724e-05
CCIN,7.552482371243142e-05
AD000090.1,7.499783885978086e-05
ADPRH,7.418245692931357e-05
CACNA1E,7.395271131660691e-05
CHI3L1,7.252184396452508e-05
PCDH15,7.213076367907723e-05
DEFB132,7.108531668529636e-05
PKMYT1,7.095341741120796e-05
STXBP5L,7.022506288068056e-05
C8orf89,6.689744109716638e-05
UNC5C,6.654395117334076e-05
JAKMIP2,6.626799132043001e-05
ANKRD55,6.579038959243135e-05
OSTN,6.543607844384373e-05
MCM10,6.517783835202727e-05
CCDC141,6.422229882654892e-05
KCTD8,6.394424241875958e-05
PLA2G5,6.338484246051005e-05
SLCO5A1,6.319118905590194e-05
COL11A1,6.069493318866628e-05
SELP,6.062193210955569e-05
AGBL1,6.0257638229399346e-05
HCG20,5.940199732620196e-05
SPATA16,5.929869371891069e-05
PLEKHG1,5.8623353989908415e-05
ZBED9,5.73796793476104e-05
MROH2A,5.678478229174322e-05
DACH1,5.6676717463664445e-05
NPPC,5.567324115028707e-05
LRRTM4,5.532961391516726e-05
ANXA8,5.464733771578758e-05
CCN3,5.341883402578646e-05
PAH,5.21463963404787e-05
LRFN5,5.1268350270848714e-05
C3orf79,4.9783837380096125e-05
CNGB3,4.761593835482626e-05
CD247,4.685828769286349e-05
KCNN3,4.6358130082773226e-05
SNX31,4.628287852524376e-05
TRPC6,4.6054337586603125e-05
GPR158,4.5462039872922536e-05
NLGN1-AS1,4.522250135137867e-05
PMP2,4.522024386628303e-05
Z93403.1,4.463319863160461e-05
MKI67,4.402269490641406e-05
CHRM3,4.3599425532924395e-05
TDRKH-AS1,4.351999777521223e-05
DDIT4L,4.279842364422008e-05
ANGPTL7,4.258562200591308e-05
PLXDC2,4.2200974592857096e-05
CHRNA7,4.175109152802835e-05
DPP9-AS1,4.15205058434492e-05
IGFL4,4.0878367523425326e-05
CNGB1,4.0329697137792345e-05
CCDC13-AS1,4.020781018862563e-05
SYNPR,3.9923469959477133e-05
TMEM233,3.930763206524747e-05
PCDH7,3.8302727072270724e-05
CCL28,3.7909820993592296e-05
MARK1,3.7614523621011665e-05
TPH2,3.728394457835493e-05
TENM1,3.641635221383356e-05
CLDN14,3.59013778325953e-05
KIF20A,3.553593430320325e-05
RERGL,3.4806753258213865e-05
BCHE,3.447659990037406e-05
KRTAP7-1,3.447537118930057e-05
CDKL2,3.3505875820403037e-05
CD5L,3.3346697278879684e-05
HOXA3,3.320681456407609e-05
IHH,3.184030117333825e-05
TRBC2,3.1771161165930886e-05
C3orf84,3.146103922771651e-05
KHDRBS2,3.1458345361505876e-05
GNG4,3.1138958040154315e-05
PLP1,3.06838077850549e-05
TDRD5,2.9748697965482784e-05
FOXF1,2.9136987160696482e-05
ZNF804B,2.8849884571884997e-05
MOBP,2.7980379049304355e-05
DEFB1,2.774107971644293e-05
NEK2,2.7654530364011328e-05
SERPINB7,2.7491922054228964e-05
HSD3B2,2.7357540471974984e-05
SAA4,2.6907577843600468e-05
LRRTM3,2.658263652917633e-05
C3orf80,2.481716605385883e-05
KCNJ3,2.4653657220287638e-05
RHCG,2.462199399363295e-05
WSCD2,2.4047136217357135e-05
FMO1,2.3547449062537305e-05
RIMBP2,2.287513350626266e-05
ACSL6,2.2559529384854596e-05
PTCHD4,2.2539725863786312e-05
RGS7BP,2.159555368743995e-05
TEX48,2.0829547965909806e-05
TUBA3D,2.0544210139501556e-05
AIF1L,2.004011576272669e-05
MIR4290HG,1.7761842734124592e-05
FP325335.1,1.737094988516419e-05
IL12RB1,1.7114124236382787e-05
PTGDR2,1.6145975092894824e-05
CA2,1.6049094926216764e-05
NGFR,1.554617354004461e-05
ADCY8,1.3812283740166e-05
CXCL13,1.3249604838226761e-05
AADACL2,1.3154425879276368e-05
FAM111B,8.757906243888264e-06
YBX2,8.275093815691743e-06
UCP1,6.316059230719147e-06
